name,city,state,population
Fashion Institute Of Technology,New York,New York,9843
Slippery Rock University Of Pennsylvania,Slippery Rock,Pennsylvania,9801
Midlands Technical College,West Columbia,South Carolina,9800
University Of Michigan-Dearborn,Dearborn,Michigan,9796
Solano Community College,Fairfield,California,9772
University Of Wisconsin-Green Bay,Green Bay,Wisconsin,9769
Moreno Valley College,Moreno Valley,California,9754
Onondaga Community College,Syracuse,New York,9744
South Plains College,Levelland,Texas,9724
Cuny Bronx Community College,Bronx,New York,9718
Salisbury University,Salisbury,Maryland,9718
Belmont University,Nashville,Tennessee,9699
Webster University,Saint Louis,Missouri,9692
Santiago Canyon College,Orange,California,9673
Ohlone College,Fremont,California,9668
University Of Southern Maine,Portland,Maine,9663
Laney College,Oakland,California,9658
Volunteer State Community College,Gallatin,Tennessee,9629
Mississippi Gulf Coast Community College,Perkinston,Mississippi,9591
Estrella Mountain Community College,Avondale,Arizona,9589
Gwinnett Technical College,Lawrenceville,Georgia,9585
University Of The Incarnate Word,San Antonio,Texas,9512
North Carolina Central University,Durham,North Carolina,9482
Columbus State University,Columbus,Georgia,9481
The University Of Texas Health Science Center At San Antonio,San Antonio,Texas,9476
Bloomsburg University Of Pennsylvania,Bloomsburg,Pennsylvania,9466
North Central Texas College,Gainesville,Texas,9449
University Of New Orleans,New Orleans,Louisiana,9447
The College Of New Jersey,Ewing,New Jersey,9439
University Of Wisconsin-Stevens Point,Stevens Point,Wisconsin,9429
Morgan State University,Baltimore,Maryland,9402
Purdue University Fort Wayne,Fort Wayne,Indiana,9389
Columbia College,Columbia,Missouri,9384
Texas A & M International University,Laredo,Texas,9351
Texas Southmost College,Brownsville,Texas,9341
Adelphi University,Garden City,New York,9312
Coastline Community College,Fountain Valley,California,9284
University Of North Carolina At Pembroke,Pembroke,North Carolina,9277
Union County College,Cranford,New Jersey,9265
Middle Georgia State University,Macon,Georgia,9261
Sonoma State University,Rohnert Park,California,9259
Cuyamaca College,El Cajon,California,9249
Skyline College,San Bruno,California,9240
Clovis Community College,Fresno,California,9237
Jefferson State Community College,Birmingham,Alabama,9228
Chemeketa Community College,Salem,Oregon,9226
University Of Oklahoma-Health Sciences Center,Oklahoma City,Oklahoma,9216
Hartnell College,Salinas,California,9212
Ultimate Medical Academy,Clearwater,Florida,9206
Rensselaer Polytechnic Institute,Troy,New York,9174
Evergreen Valley College,San Jose,California,9156
Pierce College District,Lakewood,Washington,9084
Forsyth Technical Community College,Winston-Salem,North Carolina,9084
University Of Massachusetts-Dartmouth,North Dartmouth,Massachusetts,9075
Saginaw Valley State University,University Center,Michigan,9073
Camden County College,Blackwood,New Jersey,9065
University Of Wisconsin-Stout,Menomonie,Wisconsin,9046
Central Georgia Technical College,Warner Robins,Georgia,9038
John C Calhoun State Community College,Tanner,Alabama,9032
Weill Medical College Of Cornell University,New York,New York,9025
University Of Alaska Fairbanks,Fairbanks,Alaska,9015
Los Medanos College,Pittsburg,California,8995
University Of North Alabama,Florence,Alabama,8986
Tennessee State University,Nashville,Tennessee,8978
Anoka-Ramsey Community College,Coon Rapids,Minnesota,8964
Mcphs University,Boston,Massachusetts,8938
Schoolcraft College,Livonia,Michigan,8930
Lehigh University,Bethlehem,Pennsylvania,8928
Gonzaga University,Spokane,Washington,8902
Colorado Christian University,Lakewood,Colorado,8900
Missouri University Of Science And Technology,Rolla,Missouri,8898
Elgin Community College,Elgin,Illinois,8894
Clark College,Vancouver,Washington,8888
Suny Brockport,Brockport,New York,8887
Pitt Community College,Winterville,North Carolina,8887
Suny College At Oswego,Oswego,New York,8877
New Jersey City University,Jersey City,New Jersey,8871
San Jose City College,San Jose,California,8855
Century College,White Bear Lake,Minnesota,8824
Cuny York College,Jamaica,New York,8801
Kutztown University Of Pennsylvania,Kutztown,Pennsylvania,8799
State University Of New York At New Paltz,New Paltz,New York,8794
Shasta College,Redding,California,8774
Western Illinois University,Macomb,Illinois,8770
Barry University,Miami,Florida,8728
Dutchess Community College,Poughkeepsie,New York,8726
University Of Nebraska Medical Center,Omaha,Nebraska,8723
Elon University,Elon,North Carolina,8707
Lindenwood University,Saint Charles,Missouri,8698
Georgia Military College,Milledgeville,Georgia,8678
Gateway Technical College,Kenosha,Wisconsin,8626
Illinois Central College,East Peoria,Illinois,8598
Seattle University,Seattle,Washington,8581
Los Angeles Harbor College,Wilmington,California,8570
Waubonsee Community College,Sugar Grove,Illinois,8569
Metropolitan State University,Saint Paul,Minnesota,8566
University Of Wisconsin-Platteville,Platteville,Wisconsin,8557
Ocean County College,Toms River,New Jersey,8540
Mclennan Community College,Waco,Texas,8536
J Sargeant Reynolds Community College,Richmond,Virginia,8524
City Colleges Of Chicago-Wilbur Wright College,Chicago,Illinois,8521
Salem State University,Salem,Massachusetts,8518
American College Of Education,Indianapolis,Indiana,8517
Lane Community College,Eugene,Oregon,8508
University Of New England,Biddeford,Maine,8505
Las Positas College,Livermore,California,8488
National Louis University,Chicago,Illinois,8486
Owens Community College,Perrysburg,Ohio,8485
Scottsdale Community College,Scottsdale,Arizona,8478
Xavier University,Cincinnati,Ohio,8455
Millersville University Of Pennsylvania,Millersville,Pennsylvania,8421
California State University-Monterey Bay,Seaside,California,8415
Stevens Institute Of Technology,Hoboken,New Jersey,8411
New York Institute Of Technology,Old Westbury,New York,8409
California State University-Channel Islands,Camarillo,California,8392
Michigan Technological University,Houghton,Michigan,8392
Northern Michigan University,Marquette,Michigan,8388
Everett Community College,Everett,Washington,8378
Chattanooga State Community College,Chattanooga,Tennessee,8378
Fairleigh Dickinson University-Metropolitan Campus,Teaneck,New Jersey,8376
Texas Southern University,Houston,Texas,8357
Mchenry County College,Crystal Lake,Illinois,8348
Rutgers University-Camden,Camden,New Jersey,8332
Northeastern Illinois University,Chicago,Illinois,8323
Northeastern State University,Tahlequah,Oklahoma,8322
Southwest Tennessee Community College,Memphis,Tennessee,8293
Oakton Community College,Des Plaines,Illinois,8290
Community College Of Aurora,Aurora,Colorado,8281
The University Of Tennessee Health Science Center,Memphis,Tennessee,8256
Germanna Community College,Locust Grove,Virginia,8244
Green River College,Auburn,Washington,8227
Rowan College At Burlington County,Mount Laurel,New Jersey,8226
University Of The Pacific,Stockton,California,8214
Spokane Community College,Spokane,Washington,8209
Berklee College Of Music,Boston,Massachusetts,8208
Worcester Polytechnic Institute,Worcester,Massachusetts,8203
Rhode Island College,Providence,Rhode Island,8190
Northwest Arkansas Community College,Bentonville,Arkansas,8174
Columbia College Chicago,Chicago,Illinois,8166
Lee College,Baytown,Texas,8162
Colorado School Of Mines,Golden,Colorado,8161
College Of Southern Idaho,Twin Falls,Idaho,8143
Suffolk University,Boston,Massachusetts,8115
Chippewa Valley Technical College,Eau Claire,Wisconsin,8098
University Of New Haven,West Haven,Connecticut,8096
Jackson State University,Jackson,Mississippi,8089
Winona State University,Winona,Minnesota,8084
The University Of Tennessee-Martin,Martin,Tennessee,8082
Suny Cortland,Cortland,New York,8078
Southern University And A & M College,Baton Rouge,Louisiana,8076
Rowan-Cabarrus Community College,Salisbury,North Carolina,8053
Northwest Missouri State University,Maryville,Missouri,8049
Mcneese State University,Lake Charles,Louisiana,8043
Bucks County Community College,Newtown,Pennsylvania,8027
West Valley College,Saratoga,California,8023
College Of San Mateo,San Mateo,California,7987
University Of Hartford,West Hartford,Connecticut,7965
University Of La Verne,La Verne,California,7953
University Of Arkansas For Medical Sciences,Little Rock,Arkansas,7949
Waukesha County Technical College,Pewaukee,Wisconsin,7944
Saint Joseph'S University,Philadelphia,Pennsylvania,7940
Hudson County Community College,Jersey City,New Jersey,7938
Georgia College & State University,Milledgeville,Georgia,7935
Quinsigamond Community College,Worcester,Massachusetts,7929
Auguste Escoffier School Of Culinary Arts-Boulder,Boulder,Colorado,7920
Baton Rouge Community College,Baton Rouge,Louisiana,7918
City Colleges Of Chicago-Malcolm X College,Chicago,Illinois,7915
Nevada State College,Henderson,Nevada,7908
Texas A & M University-Kingsville,Kingsville,Texas,7900
University Of Cincinnati-Clermont College,Batavia,Ohio,7896
Butler Community College,El Dorado,Kansas,7877
Clayton State University,Morrow,Georgia,7863
Community College Of Denver,Denver,Colorado,7843
Raritan Valley Community College,Branchburg,New Jersey,7839
Florida Institute Of Technology,Melbourne,Florida,7838
Northwest Mississippi Community College,Senatobia,Mississippi,7815
Southwestern Illinois College,Belleville,Illinois,7807
Marist College,Poughkeepsie,New York,7797
University Of Michigan-Flint,Flint,Michigan,7793
Navarro College,Corsicana,Texas,7781
Cincinnati State Technical And Community College,Cincinnati,Ohio,7780
Delta College,University Center,Michigan,7773
Suny Oneonta,Oneonta,New York,7770
Eastern Iowa Community College District,Davenport,Iowa,7766
Humboldt State University,Arcata,California,7705
Kalamazoo Valley Community College,Kalamazoo,Michigan,7704
Southwest Minnesota State University,Marshall,Minnesota,7698
University Of Cincinnati-Blue Ash College,Blue Ash,Ohio,7691
Monterey Peninsula College,Monterey,California,7685
Odessa College,Odessa,Texas,7684
Nashville State Community College,Nashville,Tennessee,7675
New Mexico State University-Dona Ana,Las Cruces,New Mexico,7671
Middlesex Community College,Bedford,Massachusetts,7641
California University Of Pennsylvania,California,Pennsylvania,7640
Illinois Institute Of Technology,Chicago,Illinois,7629
Medical College Of Wisconsin,Milwaukee,Wisconsin,7616
Asheville-Buncombe Technical Community College,Asheville,North Carolina,7594
Imperial Valley College,Imperial,California,7590
Fayetteville State University,Fayetteville,North Carolina,7590
Regis University,Denver,Colorado,7538
Baker College,Owosso,Michigan,7519
Nicholls State University,Thibodaux,Louisiana,7509
Fitchburg State University,Fitchburg,Massachusetts,7506
Simmons University,Boston,Massachusetts,7499
Saint Johns River State College,Palatka,Florida,7492
Texas A&M University-San Antonio,San Antonio,Texas,7479
Beth Medrash Govoha,Lakewood,New Jersey,7460
Mt Hood Community College,Gresham,Oregon,7459
County College Of Morris,Randolph,New Jersey,7445
Widener University,Chester,Pennsylvania,7444
Strayer University-Georgia,Atlanta,Georgia,7441
Paradise Valley Community College,Phoenix,Arizona,7431
Brandeis University,Waltham,Massachusetts,7425
Rose State College,Midwest City,Oklahoma,7420
Monroe College,Bronx,New York,7410
Coastal Alabama Community College,Bay Minette,Alabama,7395
Reedley College,Reedley,California,7365
Pittsburg State University,Pittsburg,Kansas,7361
Lewis University,Romeoville,Illinois,7352
Edmonds College,Lynnwood,Washington,7345
Oxnard College,Oxnard,California,7342
Arizona Western College,Yuma,Arizona,7317
Campbell University,Buies Creek,North Carolina,7300
Columbia Basin College,Pasco,Washington,7296
Franklin University,Columbus,Ohio,7272
Albany State University,Albany,Georgia,7260
Georgia Northwestern Technical College,Rome,Georgia,7200
Cuny Hostos Community College,Bronx,New York,7194
Bristol Community College,Fall River,Massachusetts,7190
The Catholic University Of America,Washington,Dc,7186
Bowie State University,Bowie,Maryland,7183
Concordia University-Chicago,River Forest,Illinois,7174
Mercer County Community College,West Windsor,New Jersey,7166
Davenport University,Grand Rapids,Michigan,7148
University Of Nebraska At Kearney,Kearney,Nebraska,7139
Aurora University,Aurora,Illinois,7131
Motlow State Community College,Tullahoma,Tennessee,7109
Monmouth University,West Long Branch,New Jersey,7096
City Colleges Of Chicago-Harold Washington College,Chicago,Illinois,7092
Yeshiva University,New York,New York,7063
West Georgia Technical College,Waco,Georgia,7057
Essex County College,Newark,New Jersey,7043
Norfolk State University,Norfolk,Virginia,7038
University Of Washington-Bothell Campus,Bothell,Washington,7023
College Of Southern Maryland,La Plata,Maryland,7002
Northeast Lakeview College,Universal City,Texas,6990
Grantham University,Lenexa,Kansas,6988
Rowan College Of South Jersey Gloucester Campus,Sewell,New Jersey,6971
Horry-Georgetown Technical College,Conway,South Carolina,6966
Ramapo College Of New Jersey,Mahwah,New Jersey,6947
Mission College,Santa Clara,California,6946
Southwest Texas Junior College,Uvalde,Texas,6939
Minneapolis Community And Technical College,Minneapolis,Minnesota,6927
Shippensburg University Of Pennsylvania,Shippensburg,Pennsylvania,6921
University Of South Carolina-Upstate,Spartanburg,South Carolina,6908
Samford University,Birmingham,Alabama,6898
Alabama A & M University,Normal,Alabama,6895
Lord Fairfax Community College,Middletown,Virginia,6894
Orange County Community College,Middletown,New York,6881
Kapiolani Community College,Honolulu,Hawaii,6879
Bradley University,Peoria,Illinois,6869
Johnson & Wales University-Providence,Providence,Rhode Island,6862
Thomas Nelson Community College,Hampton,Virginia,6834
Washburn University,Topeka,Kansas,6833
Lehigh Carbon Community College,Schnecksville,Pennsylvania,6831
College Of Central Florida,Ocala,Florida,6829
Biola University,La Mirada,California,6819
Butler University,Indianapolis,Indiana,6816
Aims Community College,Greeley,Colorado,6798
Leeward Community College,Pearl City,Hawaii,6798
Tacoma Community College,Tacoma,Washington,6787
Central Community College,Grand Island,Nebraska,6772
Ithaca College,Ithaca,New York,6727
Red Rocks Community College,Lakewood,Colorado,6723
St Charles Community College,Cottleville,Missouri,6721
Colorado State University Pueblo,Pueblo,Colorado,6718
Frederick Community College,Frederick,Maryland,6718
Fairfield University,Fairfield,Connecticut,6685
Rockland Community College,Suffern,New York,6669
Wharton County Junior College,Wharton,Texas,6659
Seattle Central College,Seattle,Washington,6656
Massasoit Community College,Brockton,Massachusetts,6647
University Of Indianapolis,Indianapolis,Indiana,6647
Contra Costa College,San Pablo,California,6645
Yavapai College,Prescott,Arizona,6633
Gateway Community College,New Haven,Connecticut,6631
Midwestern State University,Wichita Falls,Texas,6622
Mott Community College,Flint,Michigan,6619
Winthrop University,Rock Hill,South Carolina,6610
University Of Wisconsin-River Falls,River Falls,Wisconsin,6602
Iowa Western Community College,Council Bluffs,Iowa,6601
Worcester State University,Worcester,Massachusetts,6599
High Point University,High Point,North Carolina,6596
Emporia State University,Emporia,Kansas,6575
Merritt College,Oakland,California,6562
St. Thomas University,Miami Gardens,Florida,6558
Concordia University-Wisconsin,Mequon,Wisconsin,6549
Crafton Hills College,Yucaipa,California,6540
The University Of Texas Permian Basin,Odessa,Texas,6536
University Of Arkansas-Fort Smith,Fort Smith,Arkansas,6533
Bossier Parish Community College,Bossier City,Louisiana,6511
Alvin Community College,Alvin,Texas,6493
University Of Massachusetts Medical School Worcester,Worcester,Massachusetts,6492
East Stroudsburg University Of Pennsylvania,East Stroudsburg,Pennsylvania,6488
Highline College,Des Moines,Washington,6486
Rock Valley College,Rockford,Illinois,6476
Northcentral Technical College,Wausau,Wisconsin,6476
South University-Savannah Online,Savannah,Georgia,6463
United States Military Academy,West Point,New York,6454
Snow College,Ephraim,Utah,6441
Parkland College,Champaign,Illinois,6422
Columbia State Community College,Columbia,Tennessee,6421
Westfield State University,Westfield,Massachusetts,6420
Loyola University Maryland,Baltimore,Maryland,6416
Southern Maine Community College,South Portland,Maine,6388
Medical University Of South Carolina,Charleston,South Carolina,6371
Berkeley City College,Berkeley,California,6368
South Louisiana Community College,Lafayette,Louisiana,6366
Passaic County Community College,Paterson,New Jersey,6359
Mohawk Valley Community College,Utica,New York,6357
Walters State Community College,Morristown,Tennessee,6347
Abilene Christian University,Abilene,Texas,6335
Emerson College,Boston,Massachusetts,6324
University Of West Alabama,Livingston,Alabama,6322
Clackamas Community College,Oregon City,Oregon,6318
Molloy College,Rockville Centre,New York,6297
Merrimack College,North Andover,Massachusetts,6291
Elizabethtown Community And Technical College,Elizabethtown,Kentucky,6275
Edward Via College Of Osteopathic Medicine,Blacksburg,Virginia,6272
South College,Knoxville,Tennessee,6267
Bryant & Stratton College-Online,Orchard Park,New York,6266
Saint Paul College,Saint Paul,Minnesota,6259
Tri-County Technical College,Pendleton,South Carolina,6250
Virginia Western Community College,Roanoke,Virginia,6245
William Carey University,Hattiesburg,Mississippi,6244
Colorado Mountain College,Glenwood Springs,Colorado,6230
Western Connecticut State University,Danbury,Connecticut,6225
Minnesota State University Moorhead,Moorhead,Minnesota,6222
Bentley University,Waltham,Massachusetts,6212
University Of Detroit Mercy,Detroit,Michigan,6207
San Juan College,Farmington,New Mexico,6203
Georgia Highlands College,Rome,Georgia,6195
Trinity Valley Community College,Athens,Texas,6188
Olympic College,Bremerton,Washington,6182
Lee University,Cleveland,Tennessee,6180
Lincoln Memorial University,Harrogate,Tennessee,6171
Los Angeles Film School,Hollywood,California,6169
Concordia University-Saint Paul,Saint Paul,Minnesota,6166
Southeastern Oklahoma State University,Durant,Oklahoma,6164
Minnesota State Community And Technical College,Fergus Falls,Minnesota,6164
North Hennepin Community College,Brooklyn Park,Minnesota,6141
Winston-Salem State University,Winston-Salem,North Carolina,6120
Finger Lakes Community College,Canandaigua,New York,6116
Western Iowa Tech Community College,Sioux City,Iowa,6080
Gaston College,Dallas,North Carolina,6080
Pueblo Community College,Pueblo,Colorado,6072
Lakeland Community College,Kirtland,Ohio,6071
Harford Community College,Bel Air,Maryland,6070
Holmes Community College,Goodman,Mississippi,6064
Cuny Medgar Evers College,Brooklyn,New York,6059
University Of Washington-Tacoma Campus,Tacoma,Washington,6056
Christopher Newport University,Newport News,Virginia,6051
St. Joseph'S College-New York,Brooklyn,New York,6051
Weatherford College,Weatherford,Texas,6045
Suny Broome Community College,Binghamton,New York,6031
Suny College At Plattsburgh,Plattsburgh,New York,6024
University Of Scranton,Scranton,Pennsylvania,6017
Saint Mary'S University Of Minnesota,Winona,Minnesota,6015
Central Carolina Community College,Sanford,North Carolina,6013
Lipscomb University,Nashville,Tennessee,6007
Pratt Institute-Main,Brooklyn,New York,5990
Auburn University At Montgomery,Montgomery,Alabama,5986
American College Of Financial Services,King Of Prussia,Pennsylvania,5969
Shoreline Community College,Shoreline,Washington,5965
Loma Linda University,Loma Linda,California,5959
Drake University,Des Moines,Iowa,5952
University Of Richmond,University Of Richmond,Virginia,5945
Northeast State Community College,Blountville,Tennessee,5938
Providence College,Providence,Rhode Island,5923
Teachers College At Columbia University,New York,New York,5922
Clark State Community College,Springfield,Ohio,5913
Oregon Institute Of Technology,Klamath Falls,Oregon,5904
Hawkeye Community College,Waterloo,Iowa,5901
Grambling State University,Grambling,Louisiana,5883
Roger Williams University,Bristol,Rhode Island,5862
Kansas City Kansas Community College,Kansas City,Kansas,5857
Eastern New Mexico University-Main Campus,Portales,New Mexico,5825
Southern Oregon University,Ashland,Oregon,5813
University Of Redlands,Redlands,California,5788
City Colleges Of Chicago-Harry S Truman College,Chicago,Illinois,5784
Suny College At Geneseo,Geneseo,New York,5782
Naugatuck Valley Community College,Waterbury,Connecticut,5779
South Seattle College,Seattle,Washington,5771
Rider University,Lawrenceville,New Jersey,5766
The University Of Texas Medical Branch At Galveston,Galveston,Texas,5759
Belhaven University,Jackson,Mississippi,5756
Linn-Benton Community College,Albany,Oregon,5755
Pennsylvania College Of Technology,Williamsport,Pennsylvania,5754
North Seattle College,Seattle,Washington,5745
Roane State Community College,Harriman,Tennessee,5742
Wilkes University,Wilkes-Barre,Pennsylvania,5729
Roosevelt University,Chicago,Illinois,5724
Frostburg State University,Frostburg,Maryland,5719
Suny College At Old Westbury,Old Westbury,New York,5716
University Of St. Augustine For Health Sciences,San Marcos,California,5713
Missouri Southern State University,Joplin,Missouri,5711
Kilgore College,Kilgore,Texas,5699
Governors State University,University Park,Illinois,5685
North Idaho College,Coeur D'Alene,Idaho,5673
Longwood University,Farmville,Virginia,5666
Southern Crescent Technical College,Griffin,Georgia,5666
Delaware State University,Dover,Delaware,5657
Northwest Florida State College,Niceville,Florida,5654
Community College Of Vermont,Montpelier,Vermont,5651
Northeast Community College,Norfolk,Nebraska,5648
Indiana University-South Bend,South Bend,Indiana,5635
North Shore Community College,Danvers,Massachusetts,5619
Los Angeles Southwest College,Los Angeles,California,5618
Lanier Technical College,Gainesville,Georgia,5615
Harding University,Searcy,Arkansas,5598
Eastern Connecticut State University,Willimantic,Connecticut,5587
Ashland University,Ashland,Ohio,5568
Pearl River Community College,Poplarville,Mississippi,5565
The University Of Findlay,Findlay,Ohio,5548
Canada College,Redwood City,California,5542
Framingham State University,Framingham,Massachusetts,5540
Hutchinson Community College,Hutchinson,Kansas,5530
Lincoln Land Community College,Springfield,Illinois,5528
Rochester Community And Technical College,Rochester,Minnesota,5525
Southwestern Oklahoma State University,Weatherford,Oklahoma,5523
United States Naval Academy,Annapolis,Maryland,5517
California Institute Of Technology,Pasadena,California,5508
Point Loma Nazarene University,San Diego,California,5491
Yuba College,Marysville,California,5477
Stetson University,Deland,Florida,5475
Durham Technical Community College,Durham,North Carolina,5474
Midland College,Midland,Texas,5459
Napa Valley College,Napa,California,5456
Missouri Western State University,Saint Joseph,Missouri,5448
Strayer University-North Carolina,Morrisville,North Carolina,5441
La Salle University,Philadelphia,Pennsylvania,5440
A T Still University Of Health Sciences,Kirksville,Missouri,5433
Cerro Coso Community College,Ridgecrest,California,5425
City Colleges Of Chicago-Richard J Daley College,Chicago,Illinois,5423
University Of Houston-Victoria,Victoria,Texas,5416
Mississippi College,Clinton,Mississippi,5403
Gateway Community College,Phoenix,Arizona,5394
West Kentucky Community And Technical College,Paducah,Kentucky,5377
Somerset Community College,Somerset,Kentucky,5370
Temple College,Temple,Texas,5369
Moberly Area Community College,Moberly,Missouri,5367
Loyola University New Orleans,New Orleans,Louisiana,5365
Rush University,Chicago,Illinois,5365
Missouri Baptist University,Saint Louis,Missouri,5365
University Of Arkansas-Pulaski Technical College,North Little Rock,Arkansas,5361
Western Oregon University,Monmouth,Oregon,5358
Utica College,Utica,New York,5353
Oklahoma State University-Oklahoma City,Oklahoma City,Oklahoma,5353
Iowa Central Community College,Fort Dodge,Iowa,5345
Truman State University,Kirksville,Missouri,5339
College Of Alameda,Alameda,California,5329
New England College,Henniker,New Hampshire,5327
Western University Of Health Sciences,Pomona,California,5325
Piedmont Virginia Community College,Charlottesville,Virginia,5321
Kent State University At Stark,Canton,Ohio,5307
Endicott College,Beverly,Massachusetts,5294
Indiana University-Southeast,New Albany,Indiana,5293
Northern Essex Community College,Haverhill,Massachusetts,5282
George C Wallace State Community College-Hanceville,Hanceville,Alabama,5254
Western Technical College,La Crosse,Wisconsin,5252
Itawamba Community College,Fulton,Mississippi,5251
Emily Griffith Technical College,Denver,Colorado,5249
School Of Visual Arts,New York,New York,5247
Indiana Wesleyan University-Marion,Marion,Indiana,5235
Plymouth State University,Plymouth,New Hampshire,5215
Lewis And Clark Community College,Godfrey,Illinois,5215
Wentworth Institute Of Technology,Boston,Massachusetts,5206
Dalton State College,Dalton,Georgia,5197
Catawba Valley Community College,Hickory,North Carolina,5195
Piedmont Technical College,Greenwood,South Carolina,5183
University Of Mary Washington,Fredericksburg,Virginia,5166
Cedarville University,Cedarville,Ohio,5166
St Catherine University,Saint Paul,Minnesota,5163
Wichita State University-Campus Of Applied Sciences And Technology,Wichita,Kansas,5156
Tompkins Cortland Community College,Dryden,New York,5154
Genesee Community College,Batavia,New York,5153
Lake-Sumter State College,Leesburg,Florida,5145
Lake Erie College Of Osteopathic Medicine,Erie,Pennsylvania,5145
Bemidji State University,Bemidji,Minnesota,5137
Oral Roberts University,Tulsa,Oklahoma,5137
Clarion University Of Pennsylvania,Clarion,Pennsylvania,5131
Lesley University,Cambridge,Massachusetts,5128
George Fox University,Newberg,Oregon,5128
South Puget Sound Community College,Olympia,Washington,5123
University Of Tulsa,Tulsa,Oklahoma,5118
Gannon University,Erie,Pennsylvania,5108
Lake Superior College,Duluth,Minnesota,5104
Shenandoah University,Winchester,Virginia,5076
Compton College,Compton,California,5054
Bucknell University,Lewisburg,Pennsylvania,5046
Fresno Pacific University,Fresno,California,5038
Springfield Technical Community College,Springfield,Massachusetts,5038
University Of Portland,Portland,Oregon,5027
Louisiana State University Health Sciences Center-New Orleans,New Orleans,Louisiana,5025
Virginia State University,Petersburg,Virginia,5023
Luzerne County Community College,Nanticoke,Pennsylvania,5019
University Of Illinois Springfield,Springfield,Illinois,5004
University Of Wisconsin-Parkside,Kenosha,Wisconsin,4999
Eastern Arizona College,Thatcher,Arizona,4996
College Of Marin,Kentfield,California,4992
Alabama State University,Montgomery,Alabama,4991
Johnston Community College,Smithfield,North Carolina,4991
Niagara County Community College,Sanborn,New York,4974
Manchester Community College,Manchester,Connecticut,4969
Holyoke Community College,Holyoke,Massachusetts,4969
Heartland Community College,Normal,Illinois,4961
The Southern Baptist Theological Seminary,Louisville,Kentucky,4949
California Lutheran University,Thousand Oaks,California,4942
University Of Baltimore,Baltimore,Maryland,4930
Gulf Coast State College,Panama City,Florida,4921
Jones County Junior College,Ellisville,Mississippi,4916
Atlantic Cape Community College,Mays Landing,New Jersey,4911
Westmoreland County Community College,Youngwood,Pennsylvania,4909
Northeast Iowa Community College,Calmar,Iowa,4905
Edinboro University Of Pennsylvania,Edinboro,Pennsylvania,4904
Midwestern University-Glendale,Glendale,Arizona,4895
Southern Arkansas University Main Campus,Magnolia,Arkansas,4894
Gavilan College,Gilroy,California,4892
Clarkson University,Potsdam,New York,4891
Suny At Fredonia,Fredonia,New York,4883
York College Of Pennsylvania,York,Pennsylvania,4870
Tulsa Technology Center,Tulsa,Oklahoma,4868
Robert Morris University,Moon Township,Pennsylvania,4867
University Of The District Of Columbia,Washington,Dc,4864
Manhattan College,Riverdale,New York,4863
College Of The Mainland,Texas City,Texas,4854
Hawaii Pacific University,Honolulu,Hawaii,4842
Norwalk Community College,Norwalk,Connecticut,4818
Norwich University,Northfield,Vermont,4817
University Of Bridgeport,Bridgeport,Connecticut,4811
Woodland Community College,Woodland,California,4807
Champlain College,Burlington,Vermont,4801
Central Oregon Community College,Bend,Oregon,4801
Athens Technical College,Athens,Georgia,4800
Strayer University-Virginia,Arlington,Virginia,4797
Crowder College,Neosho,Missouri,4789
Baltimore City Community College,Baltimore,Maryland,4785
Central Lakes College-Brainerd,Brainerd,Minnesota,4772
Francis Marion University,Florence,South Carolina,4764
Anderson University,Anderson,South Carolina,4760
Spokane Falls Community College,Spokane,Washington,4746
Paris Junior College,Paris,Texas,4740
Jacksonville University,Jacksonville,Florida,4740
West Coast University-Orange County,Anaheim,California,4734
Lamar Institute Of Technology,Beaumont,Texas,4733
Pacific University,Forest Grove,Oregon,4731
Dallas Baptist University,Dallas,Texas,4730
Wayland Baptist University,Plainview,Texas,4728
Skagit Valley College,Mount Vernon,Washington,4717
University Of North Texas At Dallas,Dallas,Texas,4714
Central Arizona College,Coolidge,Arizona,4701
Sandhills Community College,Pinehurst,North Carolina,4700
Alamance Community College,Graham,North Carolina,4699
Angelina College,Lufkin,Texas,4695
Gateway Community And Technical College,Florence,Kentucky,4695
Bethel University,Saint Paul,Minnesota,4693
Wayne State College,Wayne,Nebraska,4676
United States Air Force Academy,Usaf Academy,Colorado,4673
Southern Regional Technical College,Thomasville,Georgia,4668
University Of Florida-Online,Gainesville,Florida,4667
University Of Maine At Augusta,Augusta,Maine,4665
Spartanburg Community College,Spartanburg,South Carolina,4662
Suny At Purchase College,Purchase,New York,4657
Saint Mary'S College Of California,Moraga,California,4655
Concordia University-Irvine,Irvine,California,4639
York Technical College,Rock Hill,South Carolina,4636
Bethel University,Mckenzie,Tennessee,4623
Jackson State Community College,Jackson,Tennessee,4580
Grayson College,Denison,Texas,4566
Florida National University-Main Campus,Hialeah,Florida,4562
Barton County Community College,Great Bend,Kansas,4548
Olivet Nazarene University,Bourbonnais,Illinois,4542
University Of Mary Hardin-Baylor,Belton,Texas,4537
Gadsden State Community College,Gadsden,Alabama,4531
The College Of Saint Rose,Albany,New York,4522
Houston Baptist University,Houston,Texas,4508
Southcentral Kentucky Community And Technical College,Bowling Green,Kentucky,4506
Rasmussen University-Minnesota,St. Cloud,Minnesota,4500
Montana State University Billings,Billings,Montana,4499
Edison State Community College,Piqua,Ohio,4498
Central State University,Wilberforce,Ohio,4493
Hennepin Technical College,Brooklyn Park,Minnesota,4486
Citadel Military College Of South Carolina,Charleston,South Carolina,4484
Bryant University,Smithfield,Rhode Island,4476
