name,city,state,population
Uta Mesivta Of Kiryas Joel,Monroe,New York,2486
Eastern Virginia Medical School,Norfolk,Virginia,2486
Richland Community College,Decatur,Illinois,2485
Kennebec Valley Community College,Fairfield,Maine,2480
Herkimer County Community College,Herkimer,New York,2478
Lincoln University,Jefferson City,Missouri,2476
Augustana University,Sioux Falls,South Dakota,2476
Galen College Of Nursing-Tampa Bay,Saint Petersburg,Florida,2476
Oklahoma Christian University,Edmond,Oklahoma,2470
Northern Vermont University,Johnson,Vermont,2468
Charter College,Vancouver,Washington,2468
Carlow University,Pittsburgh,Pennsylvania,2467
Swarthmore College,Swarthmore,Pennsylvania,2466
Bishop State Community College,Mobile,Alabama,2466
Lake Area Technical College,Watertown,South Dakota,2461
Danville Area Community College,Danville,Illinois,2460
Mayo Clinic College Of Medicine And Science,Rochester,Minnesota,2458
Edgewood College,Madison,Wisconsin,2455
Umpqua Community College,Roseburg,Oregon,2454
Ohio University-Chillicothe Campus,Chillicothe,Ohio,2453
Roanoke College,Salem,Virginia,2452
Kent State University At Tuscarawas,New Philadelphia,Ohio,2451
Lackawanna College,Scranton,Pennsylvania,2449
Gordon College,Wenham,Massachusetts,2446
Cabrini University,Radnor,Pennsylvania,2445
Massachusetts College Of Art And Design,Boston,Massachusetts,2441
Lebanon Valley College,Annville,Pennsylvania,2441
Ogeechee Technical College,Statesboro,Georgia,2437
Siena Heights University,Adrian,Michigan,2437
Hood College,Frederick,Maryland,2435
Saint Joseph'S College Of Maine,Standish,Maine,2434
Wytheville Community College,Wytheville,Virginia,2432
Ranger College,Ranger,Texas,2431
Murray State College,Tishomingo,Oklahoma,2429
Isothermal Community College,Spindale,North Carolina,2427
Lasell University,Newton,Massachusetts,2420
Elizabethtown College,Elizabethtown,Pennsylvania,2419
Orange Technical College-Mid Florida Campus,Orlando,Florida,2419
Newman University,Wichita,Kansas,2416
Kettering University,Flint,Michigan,2415
Millikin University,Decatur,Illinois,2414
University Of Alaska Southeast,Juneau,Alaska,2413
Rhodes College,Memphis,Tennessee,2411
Kent State University At Trumbull,Warren,Ohio,2410
Hobart William Smith Colleges,Geneva,New York,2410
Hondros College Of Nursing,Westerville,Ohio,2409
Francis Tuttle Technology Center,Oklahoma City,Oklahoma,2409
Richard Bland College,South Prince George,Virginia,2403
Depauw University,Greencastle,Indiana,2399
Point University,West Point,Georgia,2397
La Sierra University,Riverside,California,2397
Zane State College,Zanesville,Ohio,2395
Terra State Community College,Fremont,Ohio,2395
Elizabeth City State University,Elizabeth City,North Carolina,2390
Bryn Mawr College,Bryn Mawr,Pennsylvania,2389
Mississippi Delta Community College,Moorhead,Mississippi,2388
Evangel University,Springfield,Missouri,2387
Maharishi International University,Fairfield,Iowa,2382
Central Louisiana Technical Community College,Alexandria,Louisiana,2379
Universal Technical Institute-Auto Motorcycle & Marine Mechanics Institute Division-Orlando,Orlando,Florida,2379
Langston University,Langston,Oklahoma,2374
Nebraska Wesleyan University,Lincoln,Nebraska,2374
Berea College,Berea,Kentucky,2371
Dominican University Of California,San Rafael,California,2369
Seton Hill University,Greensburg,Pennsylvania,2366
Nyack College,New York,New York,2365
Marion Technical College,Marion,Ohio,2362
Claremont Graduate University,Claremont,California,2355
Virginia Military Institute,Lexington,Virginia,2355
Buena Vista University,Storm Lake,Iowa,2355
University Of Connecticut-Stamford,Stamford,Connecticut,2354
Technical College Of The Lowcountry,Beaufort,South Carolina,2354
Emmanuel College,Boston,Massachusetts,2351
Thomas More University,Crestview Hills,Kentucky,2351
Patrick Henry Community College,Martinsville,Virginia,2350
Christian Brothers University,Memphis,Tennessee,2347
University Of South Carolina Beaufort,Bluffton,South Carolina,2346
Wabash Valley College,Mount Carmel,Illinois,2346
Meredith College,Raleigh,North Carolina,2340
Flathead Valley Community College,Kalispell,Montana,2340
Luther College,Decorah,Iowa,2337
Nunez Community College,Chalmette,Louisiana,2332
Middlesex Community College,Middletown,Connecticut,2332
Columbia College,Sonora,California,2330
Allen County Community College,Iola,Kansas,2329
Fidm-Fashion Institute Of Design & Merchandising-Los Angeles,Los Angeles,California,2327
Hillsdale College,Hillsdale,Michigan,2327
City Colleges Of Chicago-Kennedy-King College,Chicago,Illinois,2326
Galveston College,Galveston,Texas,2323
College Of Eastern Idaho,Idaho Falls,Idaho,2323
Cornerstone University,Grand Rapids,Michigan,2322
University Of New Mexico-Gallup Campus,Gallup,New Mexico,2321
Alverno College,Milwaukee,Wisconsin,2319
City Colleges Of Chicago-Olive-Harvey College,Chicago,Illinois,2318
Fletcher Technical Community College,Schriever,Louisiana,2318
Grinnell College,Grinnell,Iowa,2313
California College Of The Arts,San Francisco,California,2311
Marymount Manhattan College,New York,New York,2311
Virginia Highlands Community College,Abingdon,Virginia,2301
University Of Mobile,Mobile,Alabama,2299
Pomona College,Claremont,California,2296
Lake Superior State University,Sault Ste Marie,Michigan,2291
Touro University Worldwide,Los Alamitos,California,2290
Hopkinsville Community College,Hopkinsville,Kentucky,2286
United States University,San Diego,California,2286
Adrian College,Adrian,Michigan,2285
Stratford University,Alexandria,Virginia,2277
Grove City College,Grove City,Pennsylvania,2277
Los Angeles Pacific University,San Dimas,California,2277
Methodist University,Fayetteville,North Carolina,2276
Kenyon College,Gambier,Ohio,2276
William Jessup University,Rocklin,California,2275
Southwestern Assemblies Of God University,Waxahachie,Texas,2273
The University Of Virginia'S College At Wise,Wise,Virginia,2269
Rockingham Community College,Wentworth,North Carolina,2264
University Of Maine At Farmington,Farmington,Maine,2260
South Georgia State College,Douglas,Georgia,2259
Adventhealth University,Orlando,Florida,2259
Chesapeake College,Wye Mills,Maryland,2257
Snead State Community College,Boaz,Alabama,2256
Pima Medical Institute-Tucson,Tucson,Arizona,2253
Connors State College,Warner,Oklahoma,2249
Bowling Green State University-Firelands,Huron,Ohio,2246
Grand View University,Des Moines,Iowa,2243
Mycomputercareer.Edu-Raleigh,Raleigh,North Carolina,2240
Devry University-California,Ontario,California,2239
Eastern Maine Community College,Bangor,Maine,2237
Wofford College,Spartanburg,South Carolina,2237
Limestone University,Gaffney,South Carolina,2229
Eckerd College,Saint Petersburg,Florida,2228
Robeson Community College,Lumberton,North Carolina,2215
Southern State Community College,Hillsboro,Ohio,2212
Arkansas State University-Newport,Newport,Arkansas,2210
Grace College And Theological Seminary,Winona Lake,Indiana,2208
Kent State University At Ashtabula,Ashtabula,Ohio,2207
Chipola College,Marianna,Florida,2205
Garden City Community College,Garden City,Kansas,2204
Aiken Technical College,Graniteville,South Carolina,2202
John Wood Community College,Quincy,Illinois,2194
Strayer University-Pennsylvania,Trevose,Pennsylvania,2190
Ohio University-Zanesville Campus,Zanesville,Ohio,2185
Pennsylvania College Of Health Sciences,Lancaster,Pennsylvania,2183
Trinity Washington University,Washington,Dc,2179
Wheaton College,Norton,Massachusetts,2179
Asbury University,Wilmore,Kentucky,2175
Gallaudet University,Washington,Dc,2174
American Musical And Dramatic Academy,New York,New York,2172
National Park College,Hot Springs,Arkansas,2171
Missouri State University-West Plains,West Plains,Missouri,2167
Western Piedmont Community College,Morganton,North Carolina,2165
Wilson Community College,Wilson,North Carolina,2162
Big Bend Community College,Moses Lake,Washington,2162
Carl Albert State College,Poteau,Oklahoma,2160
Midland University,Fremont,Nebraska,2158
Midamerica Nazarene University,Olathe,Kansas,2156
Northwestern Oklahoma State University,Alva,Oklahoma,2151
New York Film Academy,Burbank,California,2149
Saint Michael'S College,Colchester,Vermont,2143
Allegheny College,Meadville,Pennsylvania,2143
Mansfield University Of Pennsylvania,Mansfield,Pennsylvania,2142
Ensign College,Salt Lake City,Utah,2142
Redlands Community College,El Reno,Oklahoma,2140
Granite State College,Concord,New Hampshire,2135
Saint Johns University,Collegeville,Minnesota,2134
Peru State College,Peru,Nebraska,2134
Oconee Fall Line Technical College,Sandersville,Georgia,2126
Dominican College Of Blauvelt,Orangeburg,New York,2126
Logan University,Chesterfield,Missouri,2125
Louisiana State University Health Sciences Center-Shreveport,Shreveport,Louisiana,2123
Montana Technological University,Butte,Montana,2122
Strayer University-Florida,Tampa,Florida,2122
San Joaquin Valley College-Visalia,Visalia,California,2121
Fulton-Montgomery Community College,Johnstown,New York,2119
Illinois Wesleyan University,Bloomington,Illinois,2118
Southwest Mississippi Community College,Summit,Mississippi,2117
St. Thomas Aquinas College,Sparkill,New York,2116
Indian Capital Technology Center-Muskogee,Muskogee,Oklahoma,2116
Carl Sandburg College,Galesburg,Illinois,2115
College Of Saint Benedict,Saint Joseph,Minnesota,2110
Bellingham Technical College,Bellingham,Washington,2110
North Carolina Wesleyan College,Rocky Mount,North Carolina,2102
Rend Lake College,Ina,Illinois,2101
Bay De Noc Community College,Escanaba,Michigan,2100
Oklahoma Baptist University,Shawnee,Oklahoma,2097
Hult International Business School,Cambridge,Massachusetts,2091
Saint Vincent College,Latrobe,Pennsylvania,2088
Walla Walla University,College Place,Washington,2087
Ouachita Baptist University,Arkadelphia,Arkansas,2083
Porter And Chester Institute Of Stratford,Stratford,Connecticut,2081
Concord University,Athens,West Virginia,2080
Becker College,Worcester,Massachusetts,2078
Brunswick Community College,Bolivia,North Carolina,2077
Ranken Technical College,Saint Louis,Missouri,2077
The University Of The Arts,Philadelphia,Pennsylvania,2074
Mount Mercy University,Cedar Rapids,Iowa,2074
Washington State Community College,Marietta,Ohio,2066
Lubbock Christian University,Lubbock,Texas,2056
Minnesota State College Southeast,Winona,Minnesota,2055
Benedict College,Columbia,South Carolina,2055
Ringling College Of Art And Design,Sarasota,Florida,2055
Saint Mary'S College,Notre Dame,Indiana,2054
University Of Sioux Falls,Sioux Falls,South Dakota,2053
Central Wyoming College,Riverton,Wyoming,2052
Friends University,Wichita,Kansas,2046
College For Creative Studies,Detroit,Michigan,2046
Rocky Mountain College Of Art And Design,Lakewood,Colorado,2046
Roseman University Of Health Sciences,Henderson,Nevada,2044
King University,Bristol,Tennessee,2043
Feather River Community College District,Quincy,California,2038
South Georgia Technical College,Americus,Georgia,2038
Sarah Lawrence College,Bronxville,New York,2037
Southwestern Michigan College,Dowagiac,Michigan,2034
Lim College,New York,New York,2033
Randolph-Macon College,Ashland,Virginia,2032
University Of Arkansas Community College-Morrilton,Morrilton,Arkansas,2032
Southeastern Technical College,Vidalia,Georgia,2032
Drury University,Springfield,Missouri,2032
East Texas Baptist University,Marshall,Texas,2031
Stanbridge University,Irvine,California,2027
Cardinal Stritch University,Milwaukee,Wisconsin,2026
Peninsula College,Port Angeles,Washington,2026
Enterprise State Community College,Enterprise,Alabama,2017
Marshalltown Community College,Marshalltown,Iowa,2016
Albright College,Reading,Pennsylvania,2016
Saint Martin'S University,Lacey,Washington,2014
Neosho County Community College,Chanute,Kansas,2014
Parker University,Dallas,Texas,2012
Lassen Community College,Susanville,California,2012
Suny Maritime College,Throggs Neck,New York,2009
Albion College,Albion,Michigan,2005
State Technical College Of Missouri,Linn,Missouri,1997
Roberts Wesleyan College,Rochester,New York,1995
Asbury Theological Seminary,Wilmore,Kentucky,1991
St. Mary'S College Of Maryland,St. Mary'S City,Maryland,1990
Massachusetts Maritime Academy,Buzzards Bay,Massachusetts,1988
University Of South Carolina-Lancaster,Lancaster,South Carolina,1988
Touro University Nevada,Henderson,Nevada,1986
Walsh College,Troy,Michigan,1985
Waynesburg University,Waynesburg,Pennsylvania,1983
Dordt University,Sioux Center,Iowa,1979
Lake Forest College,Lake Forest,Illinois,1979
Northeastern Oklahoma A&M College,Miami,Oklahoma,1970
Wartburg College,Waverly,Iowa,1966
Charter Oak State College,New Britain,Connecticut,1962
Lawrence University,Appleton,Wisconsin,1960
Haverford College,Haverford,Pennsylvania,1959
Bridgewater College,Bridgewater,Virginia,1957
Reed College,Portland,Oregon,1956
Western Nebraska Community College,Scottsbluff,Nebraska,1954
Centenary University,Hackettstown,New Jersey,1951
Eastern New Mexico University-Roswell Campus,Roswell,New Mexico,1948
Universal Technical Institute Of Arizona Inc,Avondale,Arizona,1946
Missouri Valley College,Marshall,Missouri,1946
Adler University,Chicago,Illinois,1944
Toccoa Falls College,Toccoa Falls,Georgia,1943
Southwestern University,Georgetown,Texas,1942
Notre Dame College,Cleveland,Ohio,1942
Tusculum University,Greeneville,Tennessee,1940
Valley City State University,Valley City,North Dakota,1930
Community College Of Beaver County,Monaca,Pennsylvania,1929
Ursinus College,Collegeville,Pennsylvania,1928
Marian University,Fond Du Lac,Wisconsin,1919
Trinity International University-Illinois,Deerfield,Illinois,1918
Whittier College,Whittier,California,1914
North Arkansas College,Harrison,Arkansas,1914
Linfield University-Mcminnville Campus,Mcminnville,Oregon,1913
Aquinas College,Grand Rapids,Michigan,1913
Thomas College,Waterville,Maine,1912
Southwestern Oregon Community College,Coos Bay,Oregon,1910
Bloomfield College,Bloomfield,New Jersey,1907
West Virginia University Institute Of Technology,Beckley,West Virginia,1906
Northwest Iowa Community College,Sheldon,Iowa,1906
Spalding University,Louisville,Kentucky,1902
Vermont Technical College,Randolph,Vermont,1901
Des Moines University-Osteopathic Medical Center,Des Moines,Iowa,1901
Frank Phillips College,Borger,Texas,1896
Ohio Wesleyan University,Delaware,Ohio,1892
Bridgevalley Community & Technical College,South Charleston,West Virginia,1889
Lake Region State College,Devils Lake,North Dakota,1886
Northwest Career College,Las Vegas,Nevada,1884
College Of The Ozarks,Point Lookout,Missouri,1882
University Of Rio Grande,Rio Grande,Ohio,1881
Sullivan County Community College,Loch Sheldrake,New York,1877
Southern Technical College,Orlando,Florida,1875
Virginia Union University,Richmond,Virginia,1875
Georgetown College,Georgetown,Kentucky,1875
Whitman College,Walla Walla,Washington,1873
Canadian Valley Technology Center,El Reno,Oklahoma,1872
California Institute Of Integral Studies,San Francisco,California,1871
Florida Institute Of Technology-Online,Melbourne,Florida,1870
Kalamazoo College,Kalamazoo,Michigan,1869
Wittenberg University,Springfield,Ohio,1869
Greenfield Community College,Greenfield,Massachusetts,1867
Northwestern College,Orange City,Iowa,1866
Mercy College Of Ohio,Toledo,Ohio,1865
Kent State University At Salem,Salem,Ohio,1863
American Career College-Los Angeles,Los Angeles,California,1862
Glenville State College,Glenville,West Virginia,1861
Atlanta Metropolitan State College,Atlanta,Georgia,1860
North Central Michigan College,Petoskey,Michigan,1856
Coahoma Community College,Clarksdale,Mississippi,1855
Oklahoma State University Center For Health Sciences,Tulsa,Oklahoma,1854
South Florida Institute Of Technology,Miami,Florida,1851
Keuka College,Keuka Park,New York,1851
Pittsburgh Technical College,Oakdale,Pennsylvania,1844
Lurleen B Wallace Community College,Andalusia,Alabama,1842
Seward County Community College,Liberal,Kansas,1841
Bryant & Stratton College-Virginia Beach,Virginia Beach,Virginia,1841
Graceland University-Lamoni,Lamoni,Iowa,1841
Chestnut Hill College,Philadelphia,Pennsylvania,1839
Anoka Technical College,Anoka,Minnesota,1837
Cloud County Community College,Concordia,Kansas,1835
Fort Scott Community College,Fort Scott,Kansas,1834
Pine Technical & Community College,Pine City,Minnesota,1833
Texas Lutheran University,Seguin,Texas,1832
Universal Technical Institute-Dallas Fort Worth,Irving,Texas,1824
Martinsburg College,Martinsburg,West Virginia,1822
Nichols College,Dudley,Massachusetts,1822
Berkshire Community College,Pittsfield,Massachusetts,1820
Haywood Community College,Clyde,North Carolina,1818
Carrington College-Sacramento,Sacramento,California,1817
Great Bay Community College,Portsmouth,New Hampshire,1817
Miami University-Middletown,Middletown,Ohio,1815
Pierpont Community And Technical College,Fairmont,West Virginia,1811
Meharry Medical College,Nashville,Tennessee,1808
Anna Maria College,Paxton,Massachusetts,1806
Harris-Stowe State University,Saint Louis,Missouri,1803
Vaughn College Of Aeronautics And Technology,Flushing,New York,1801
University Of Akron Wayne College,Orrville,Ohio,1799
Morehouse School Of Medicine,Atlanta,Georgia,1798
Beaufort County Community College,Washington,North Carolina,1798
Sampson Community College,Clinton,North Carolina,1797
Bridgerland Technical College,Logan,Utah,1797
Eastern Mennonite University,Harrisonburg,Virginia,1794
Bryan College-Dayton,Dayton,Tennessee,1793
University Of Maine At Fort Kent,Fort Kent,Maine,1790
National American University-Rapid City,Rapid City,South Dakota,1788
Unity College,Unity,Maine,1784
Anderson University,Anderson,Indiana,1782
North Country Community College,Saranac Lake,New York,1781
Lincoln College Of Technology-Nashville,Nashville,Tennessee,1781
Southwest University At El Paso,El Paso,Texas,1781
Alma College,Alma,Michigan,1781
Cedar Crest College,Allentown,Pennsylvania,1780
Rocky Vista University,Parker,Colorado,1778
Wilson College,Chambersburg,Pennsylvania,1776
Malone University,Canton,Ohio,1772
Carteret Community College,Morehead City,North Carolina,1772
Belmont Abbey College,Belmont,North Carolina,1771
Claremont Mckenna College,Claremont,California,1771
Central Alabama Community College,Alexander City,Alabama,1771
North Central Missouri College,Trenton,Missouri,1770
Juniata College,Huntingdon,Pennsylvania,1768
Grays Harbor College,Aberdeen,Washington,1767
Coe College,Cedar Rapids,Iowa,1766
Manchester University,North Manchester,Indiana,1762
Fond Du Lac Tribal And Community College,Cloquet,Minnesota,1762
Treasure Valley Community College,Ontario,Oregon,1761
Avila University,Kansas City,Missouri,1761
Klamath Community College,Klamath Falls,Oregon,1760
Centre College,Danville,Kentucky,1759
Miat College Of Technology,Canton,Michigan,1757
Guilford College,Greensboro,North Carolina,1754
New Mexico Junior College,Hobbs,New Mexico,1751
Wright State University-Lake Campus,Celina,Ohio,1749
Edgecombe Community College,Tarboro,North Carolina,1746
Copper Mountain Community College,Joshua Tree,California,1745
Southwestern College,Winfield,Kansas,1744
Southwestern Community College,Creston,Iowa,1743
Kansas City University Of Medicine And Biosciences,Kansas City,Missouri,1742
Loras College,Dubuque,Iowa,1741
Bryant & Stratton College-Wauwatosa,Wauwatosa,Wisconsin,1741
Otis College Of Art And Design,Los Angeles,California,1738
Strayer University-Alabama,Birmingham,Alabama,1738
Sheridan Technical College,Hollywood,Florida,1737
Oakwood University,Huntsville,Alabama,1733
Albertus Magnus College,New Haven,Connecticut,1730
Dodge City Community College,Dodge City,Kansas,1730
University Of Minnesota-Morris,Morris,Minnesota,1729
Miles College,Fairfield,Alabama,1726
Rockefeller University,New York,New York,1721
Mitchell Hamline School Of Law,Saint Paul,Minnesota,1720
Touro University California,Vallejo,California,1719
Bethel University,Mishawaka,Indiana,1716
Tulsa Welding School-Houston,Houston,Texas,1716
H Councill Trenholm State Community College,Montgomery,Alabama,1714
Keystone College,La Plume,Pennsylvania,1710
Fisher College,Boston,Massachusetts,1710
Geneva College,Beaver Falls,Pennsylvania,1705
Orange Technical College-Westside Campus,Winter Garden,Florida,1705
Reinhardt University,Waleska,Georgia,1704
York County Community College,Wells,Maine,1704
Dickinson State University,Dickinson,North Dakota,1699
Crown College,Saint Bonifacius,Minnesota,1699
Huntington University,Huntington,Indiana,1695
Southeastern Community College,Whiteville,North Carolina,1693
Universal Technical Institute Of Texas Inc.,Houston,Texas,1691
Navajo Technical University,Crownpoint,New Mexico,1686
Oglethorpe University,Atlanta,Georgia,1683
University Of Connecticut-Hartford Campus,Hartford,Connecticut,1683
Dine College,Tsaile,Arizona,1679
Florida Polytechnic University,Lakeland,Florida,1679
Labette Community College,Parsons,Kansas,1678
Catawba College,Salisbury,North Carolina,1678
Brookline College-Phoenix,Phoenix,Arizona,1677
Northwest College,Powell,Wyoming,1676
Western Texas College,Snyder,Texas,1675
Trinidad State Junior College,Trinidad,Colorado,1673
Young Harris College,Young Harris,Georgia,1673
Ohio Dominican University,Columbus,Ohio,1671
Shorter University,Rome,Georgia,1670
Nashua Community College,Nashua,New Hampshire,1670
Johnson C Smith University,Charlotte,North Carolina,1668
College Of Our Lady Of The Elms,Chicopee,Massachusetts,1666
The Juilliard School,New York,New York,1663
Marietta College,Marietta,Ohio,1663
West Coast University-Dallas,Dallas,Texas,1661
La Roche University,Pittsburgh,Pennsylvania,1660
Virginia Wesleyan University,Virginia Beach,Virginia,1660
Southern West Virginia Community And Technical College,Mount Gay,West Virginia,1652
Seminole State College,Seminole,Oklahoma,1652
Gordon-Conwell Theological Seminary,South Hamilton,Massachusetts,1651
Ameritech College-Draper,Draper,Utah,1651
University Of Maine At Presque Isle,Presque Isle,Maine,1650
Kauai Community College,Lihue,Hawaii,1649
Milligan University,Milligan,Tennessee,1646
Presbyterian College,Clinton,South Carolina,1644
Eastern Wyoming College,Torrington,Wyoming,1641
California Institute Of The Arts,Valencia,California,1634
Moore Norman Technology Center,Norman,Oklahoma,1633
Oakland City University,Oakland City,Indiana,1630
Northeastern Technical College,Cheraw,South Carolina,1630
Trocaire College,Buffalo,New York,1629
Lincoln College Of Technology-Denver,Denver,Colorado,1627
Austin College,Sherman,Texas,1625
Salus University,Elkins Park,Pennsylvania,1624
Westmont College,Santa Barbara,California,1623
Johnson & Wales University-Charlotte,Charlotte,North Carolina,1621
Alpena Community College,Alpena,Michigan,1618
Columbia-Greene Community College,Hudson,New York,1618
Montcalm Community College,Sidney,Michigan,1617
Southern Wesleyan University,Central,South Carolina,1614
Piedmont Community College,Roxboro,North Carolina,1614
James Sprunt Community College,Kenansville,North Carolina,1610
Shaw University,Raleigh,North Carolina,1609
Emory & Henry College,Emory,Virginia,1607
Midway University,Midway,Kentucky,1606
Simpson College,Indianola,Iowa,1605
William Penn University,Oskaloosa,Iowa,1605
Converse College,Spartanburg,South Carolina,1602
Knox College,Galesburg,Illinois,1597
University Of Pittsburgh-Greensburg,Greensburg,Pennsylvania,1595
Nightingale College,Salt Lake City,Utah,1593
University Of North Carolina School Of The Arts,Winston Salem,North Carolina,1586
Northwest University,Kirkland,Washington,1585
Chattahoochee Valley Community College,Phenix City,Alabama,1583
Sofia University,Palo Alto,California,1582
Hartwick College,Oneonta,New York,1581
Arkansas Northeastern College,Blytheville,Arkansas,1580
Saint Elizabeth University,Morristown,New Jersey,1580
Hope International University,Fullerton,California,1580
Lincoln Technical Institute-Union,Union,New Jersey,1578
Sauk Valley Community College,Dixon,Illinois,1578
Massachusetts College Of Liberal Arts,North Adams,Massachusetts,1575
Lincoln College Of Technology-Grand Prairie,Grand Prairie,Texas,1571
American Intercontinental University-Atlanta,Atlanta,Georgia,1570
Eastern Oklahoma State College,Wilburton,Oklahoma,1569
Rockford University,Rockford,Illinois,1563
The University Of Montana-Western,Dillon,Montana,1563
Cossatot Community College Of The University Of Arkansas,De Queen,Arkansas,1563
United States Coast Guard Academy,New London,Connecticut,1562
Western Oklahoma State College,Altus,Oklahoma,1562
Institute Of Technology,Clovis,California,1561
Pacific Oaks College,Pasadena,California,1561
Chamberlain University-Texas,Houston,Texas,1558
Blue Mountain Community College,Pendleton,Oregon,1558
University Of New Mexico-Valencia County Campus,Los Lunas,New Mexico,1556
Washington & Jefferson College,Washington,Pennsylvania,1553
Central College,Pella,Iowa,1549
Franciscan Missionaries Of Our Lady University,Baton Rouge,Louisiana,1548
Harcum College,Bryn Mawr,Pennsylvania,1546
Bryan University,Tempe,Arizona,1545
George C Wallace State Community College-Selma,Selma,Alabama,1544
Roxbury Community College,Roxbury Crossing,Massachusetts,1543
Mgh Institute Of Health Professions,Boston,Massachusetts,1542
Coffeyville Community College,Coffeyville,Kansas,1539
Northeast Technology Center,Pryor,Oklahoma,1538
Black River Technical College,Pocahontas,Arkansas,1538
Westminster College,New Wilmington,Pennsylvania,1536
Judson University,Elgin,Illinois,1536
University Of South Carolina-Sumter,Sumter,South Carolina,1536
American Career College-Ontario,Ontario,California,1535
Otero Junior College,La Junta,Colorado,1529
Morgan Community College,Fort Morgan,Colorado,1528
Mount Mary University,Milwaukee,Wisconsin,1525
Dunwoody College Of Technology,Minneapolis,Minnesota,1524
Tennessee College Of Applied Technology-Memphis,Memphis,Tennessee,1524
University Of Western States,Portland,Oregon,1516
University Of Texas Health Science Center At Tyler,Tyler,Texas,1515
Asnuntuck Community College,Enfield,Connecticut,1514
Concorde Career College-Memphis,Memphis,Tennessee,1513
Oklahoma Panhandle State University,Goodwell,Oklahoma,1512
University Of Pittsburgh-Bradford,Bradford,Pennsylvania,1511
Dean College,Franklin,Massachusetts,1511
Lourdes University,Sylvania,Ohio,1508
Heidelberg University,Tiffin,Ohio,1507
University Of Saint Mary,Leavenworth,Kansas,1504
Highland Community College,Freeport,Illinois,1503
Thomas University,Thomasville,Georgia,1502
Schreiner University,Kerrville,Texas,1502
Dillard University,New Orleans,Louisiana,1501
College Of The Siskiyous,Weed,California,1499
Quincy University,Quincy,Illinois,1498
Washington College,Chestertown,Maryland,1497
Northeastern Junior College,Sterling,Colorado,1493
Newberry College,Newberry,South Carolina,1492
Hendrix College,Conway,Arkansas,1492
Charles R Drew University Of Medicine And Science,Los Angeles,California,1490
Orange Technical College-Winter Park Campus,Winter Park,Florida,1489
Western Technical College,El Paso,Texas,1489
Southern California University Of Health Sciences,Whittier,California,1481
Northern New Mexico College,Espanola,New Mexico,1481
Columbia College,Columbia,South Carolina,1480
Clarendon College,Clarendon,Texas,1477
Western Dakota Technical College,Rapid City,South Dakota,1474
Spring Hill College,Mobile,Alabama,1474
Rochester University,Rochester Hills,Michigan,1471
Agnes Scott College,Decatur,Georgia,1468
Mountwest Community And Technical College,Huntington,West Virginia,1468
Cairn University-Langhorne,Langhorne,Pennsylvania,1467
Concordia University-Ann Arbor,Ann Arbor,Michigan,1466
Concordia College,Bronxville,New York,1462
Nicolet Area Technical College,Rhinelander,Wisconsin,1458
Colby Community College,Colby,Kansas,1457
Birmingham-Southern College,Birmingham,Alabama,1457
Helena College University Of Montana,Helena,Montana,1456
Oglala Lakota College,Kyle,South Dakota,1455
Arkansas State University-Mountain Home,Mountain Home,Arkansas,1451
Southern Careers Institute-Austin,Austin,Texas,1451
Albany College Of Pharmacy And Health Sciences,Albany,New York,1450
Henderson Community College,Henderson,Kentucky,1447
Kirtland Community College,Grayling,Michigan,1446
Barton College,Wilson,North Carolina,1445
West Virginia Northern Community College,Wheeling,West Virginia,1440
South Arkansas Community College,El Dorado,Arkansas,1439
Suncoast Technical College,Sarasota,Florida,1439
Bluefield State College,Bluefield,West Virginia,1438
Illinois College,Jacksonville,Illinois,1438
Metro Technology Centers,Oklahoma City,Oklahoma,1436
Woodbury University,Burbank,California,1431
Thaddeus Stevens College Of Technology,Lancaster,Pennsylvania,1426
Wilmington College,Wilmington,Ohio,1420
Universal Technical Institute Of Northern California Inc,Sacramento,California,1419
Northeast Ohio Medical University,Rootstown,Ohio,1418
Union College,Barbourville,Kentucky,1416
Mills College,Oakland,California,1415
The College Of Idaho,Caldwell,Idaho,1414
Pfeiffer University,Misenheimer,North Carolina,1411
Corban University,Salem,Oregon,1411
Brooklyn Law School,Brooklyn,New York,1411
Arkansas State University Mid-South,West Memphis,Arkansas,1411
Central Methodist University-College Of Liberal Arts And Sciences,Fayette,Missouri,1407
Saint Mary-Of-The-Woods College,Saint Mary Of The Woods,Indiana,1407
Spoon River College,Canton,Illinois,1406
Saint Augustine'S University,Raleigh,North Carolina,1405
Southeastern Illinois College,Harrisburg,Illinois,1404
Heritage University,Toppenish,Washington,1403
University Of Jamestown,Jamestown,North Dakota,1402
Maryville College,Maryville,Tennessee,1402
Wisconsin Lutheran College,Milwaukee,Wisconsin,1401
Lycoming College,Williamsport,Pennsylvania,1400
Arkansas State University Three Rivers,Malvern,Arkansas,1397
Laboure College,Milton,Massachusetts,1397
Louisiana College,Pineville,Louisiana,1396
Northwestern Health Sciences University,Bloomington,Minnesota,1393
University Of Arkansas Hope-Texarkana,Hope,Arkansas,1392
Manhattan School Of Music,New York,New York,1391
Trinity Christian College,Palos Heights,Illinois,1390
Paul D Camp Community College,Franklin,Virginia,1389
Rocky Mountain University Of Health Professions,Provo,Utah,1388
Fontbonne University,Saint Louis,Missouri,1386
The Chicago School Of Professional Psychology At Chicago,Chicago,Illinois,1386
Mayville State University,Mayville,North Dakota,1384
West Coast University-Miami,Doral,Florida,1383
